step	p_accept_mu1	p_accept_gamma	p_accept_pi		p_accept_Tinf	p_accept_spa1	sigma_mu1	sigma_gamma	sigma_pi	sigma_spa1	n_like_zero
1	1.00000	1.00000	1.00000	1.00000	1.00000	0.000100000000000	1.000000000000000	0.010000000000000	0.010000000000000	0
500	1.00000	1.00000	1.00000	0.20304	1.00000	0.000100000000000	1.000000000000000	0.010000000000000	0.010000000000000	0
1000	1.00000	1.00000	0.92600	0.23069	1.00000	0.000150000000000	1.000000000000000	0.015000000000000	0.010000000000000	0
1500	1.00000	1.00000	0.83200	0.21710	1.00000	0.000225000000000	1.000000000000000	0.022500000000000	0.010000000000000	0
2000	1.00000	1.00000	0.77200	0.20936	1.00000	0.000337500000000	1.000000000000000	0.033750000000000	0.010000000000000	0
2500	1.00000	1.00000	0.70400	0.20745	1.00000	0.000506250000000	1.000000000000000	0.050625000000000	0.010000000000000	0
3000	0.99800	1.00000	0.63800	0.20518	1.00000	0.000759375000000	1.000000000000000	0.075937500000000	0.010000000000000	0
3500	0.99000	1.00000	0.51400	0.20510	1.00000	0.001139062500000	1.000000000000000	0.113906250000000	0.010000000000000	0
4000	0.99600	1.00000	0.41200	0.20445	1.00000	0.001708593750000	1.000000000000000	0.170859375000000	0.010000000000000	0
4500	0.98600	1.00000	0.39500	0.20162	1.00000	0.002562890625000	1.000000000000000	0.170859375000000	0.010000000000000	0
5000	0.99000	1.00000	0.38933	0.19961	1.00000	0.003844335937500	1.000000000000000	0.170859375000000	0.010000000000000	0
5500	0.96000	1.00000	0.39500	0.19790	1.00000	0.005766503906250	1.000000000000000	0.170859375000000	0.010000000000000	0
6000	0.94400	1.00000	0.39000	0.19776	1.00000	0.008649755859375	1.000000000000000	0.170859375000000	0.010000000000000	0
6500	0.94400	1.00000	0.39967	0.19665	1.00000	0.012974633789063	1.000000000000000	0.170859375000000	0.010000000000000	0
7000	0.94200	1.00000	0.39571	0.19651	1.00000	0.019461950683594	1.000000000000000	0.170859375000000	0.010000000000000	0
7500	0.95400	1.00000	0.39800	0.19745	1.00000	0.029192926025391	1.000000000000000	0.170859375000000	0.010000000000000	0
8000	0.91400	1.00000	0.39556	0.19883	1.00000	0.043789389038086	1.000000000000000	0.170859375000000	0.010000000000000	0
8500	0.90800	1.00000	0.39540	0.19900	1.00000	0.065684083557129	1.000000000000000	0.170859375000000	0.010000000000000	0
9000	0.82800	1.00000	0.39618	0.19988	1.00000	0.098526125335693	1.000000000000000	0.170859375000000	0.010000000000000	0
9500	0.74800	1.00000	0.39917	0.20106	1.00000	0.147789188003540	1.000000000000000	0.170859375000000	0.010000000000000	0
10000	0.70800	1.00000	0.40123	0.20206	1.00000	0.221683782005310	1.000000000000000	0.170859375000000	0.010000000000000	0
10500	0.59400	1.00000	0.39886	0.20377	1.00000	0.332525673007965	1.000000000000000	0.170859375000000	0.010000000000000	0
11000	0.43800	1.00000	0.39920	0.20418	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
11500	0.45000	1.00000	0.40237	0.20417	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
12000	0.45200	1.00000	0.40141	0.20445	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
12500	0.44800	1.00000	0.40056	0.20449	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
13000	0.45000	1.00000	0.40453	0.20535	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
13500	0.44900	1.00000	0.40450	0.20540	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
14000	0.45543	1.00000	0.40381	0.20647	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
14500	0.44975	1.00000	0.40300	0.20605	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
15000	0.45067	1.00000	0.40330	0.20704	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
15500	0.44600	1.00000	0.40342	0.20798	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
16000	0.44818	1.00000	0.40304	0.20786	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
16500	0.44700	1.00000	0.40231	0.20867	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
17000	0.44923	1.00000	0.40370	0.20845	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
17500	0.44757	1.00000	0.40386	0.20807	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
18000	0.44533	1.00000	0.40503	0.20841	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
18500	0.44388	1.00000	0.40540	0.20820	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
19000	0.44224	1.00000	0.40426	0.20777	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
19500	0.44178	1.00000	0.40550	0.20824	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
20000	0.44168	1.00000	0.40655	0.20840	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
20500	0.44160	1.00000	0.40641	0.20900	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
21000	0.44210	1.00000	0.40720	0.20937	1.00000	0.498788509511948	1.000000000000000	0.170859375000000	0.010000000000000	0
