step	post	like	prior	mu1	mu2	gamma	pi	spa1	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5
67500	-41.066149999848420	-42.873499598561210	1.807349598712787	0.416919462824196	0.416919462824196	1.000000000000000	0.946460382517533	0.000000000000000	-1	3	6	9	13	0	1	2	2	4	1	1	1	1	1
68000	-46.742906415710173	-47.382111143415962	0.639204727705785	0.442202986962701	0.442202986962701	1.000000000000000	0.831253862349330	0.000000000000000	-1	3	6	9	12	0	1	2	3	1	1	1	1	1	3
68500	-41.512851151508386	-43.525771692422389	2.012920540914005	0.393068094517693	0.393068094517693	1.000000000000000	0.968327473126637	0.000000000000000	-1	3	6	9	13	0	1	1	3	4	1	1	1	1	1
69000	-45.056181483203225	-46.270727988654848	1.214546505451619	0.484415409778638	0.484415409778638	1.000000000000000	0.886128613991402	0.000000000000000	-5	3	6	9	13	0	1	2	3	3	1	1	1	1	1
69500	-42.507713880462695	-43.604622034738448	1.096908154275750	0.390868567887401	0.390868567887401	1.000000000000000	0.874621459187601	0.000000000000000	-3	3	6	9	13	0	1	2	3	4	1	1	1	1	1
70000	-41.837402441380995	-43.858782762289358	2.021380320908361	0.385811562057120	0.385811562057120	1.000000000000000	0.969238105199437	0.000000000000000	-1	3	6	6	13	0	1	2	2	3	1	1	1	1	1
70500	-39.862423250072915	-42.129193021726579	2.266769771653665	0.446429087236306	0.446429087236306	1.000000000000000	0.996028427489290	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	1
71000	-45.207484597154632	-46.687020263639354	1.479535666484723	0.463673221114572	0.463673221114572	1.000000000000000	0.912607003510939	0.000000000000000	-3	3	6	8	13	0	1	1	3	3	1	1	1	1	1
71500	-47.283533083464746	-46.488303825568643	-0.795229257896105	0.405690519518573	0.405690519518573	1.000000000000000	0.708786026250589	0.000000000000000	-6	3	6	9	13	0	1	2	3	4	1	1	1	1	1
72000	-42.307294252814245	-43.514279713805799	1.206985460991550	0.372596329272872	0.372596329272872	1.000000000000000	0.885384475744443	0.000000000000000	-2	3	6	9	13	0	1	2	2	4	1	1	1	1	1
72500	-44.248280425807458	-45.939602459383849	1.691322033576393	0.342571590450311	0.342571590450311	1.000000000000000	0.934336976093435	0.000000000000000	-3	3	5	9	13	0	1	2	3	3	1	1	1	1	1
73000	-41.068581081856244	-42.695962742229810	1.627381660373568	0.485901806060283	0.485901806060283	1.000000000000000	0.927722516200160	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	1
73500	-40.482232472065604	-42.631089472211663	2.148857000146058	0.454062342513795	0.454062342513795	1.000000000000000	0.983064152309191	0.000000000000000	-2	3	6	9	13	0	1	2	3	4	1	1	1	1	1
74000	-45.831472838254911	-47.348332575606150	1.516859737351240	0.369610053266039	0.369610053266039	1.000000000000000	0.916399551980537	0.000000000000000	-1	3	6	8	13	0	1	2	1	3	1	1	1	1	2
74500	-45.343816354558314	-45.131604289928759	-0.212212064629557	0.399191486187171	0.399191486187171	1.000000000000000	0.756220781510521	0.000000000000000	-1	3	6	9	13	0	1	2	3	3	1	1	1	1	2
75000	-42.351144792138228	-44.603853679446047	2.252708887307821	0.471638705911828	0.471638705911828	1.000000000000000	0.994473526818357	0.000000000000000	-5	3	6	9	13	0	1	2	3	4	1	1	1	1	1
75500	-42.435341016413517	-44.717207542358878	2.281866525945359	0.313580087214910	0.313580087214910	1.000000000000000	0.997700584709506	0.000000000000000	-1	3	6	9	13	0	1	2	3	3	1	1	1	1	1
76000	-44.139154087690287	-44.923129944788826	0.783975857098541	0.573653158546381	0.573653158546381	1.000000000000000	0.844733268915234	0.000000000000000	-2	3	6	9	13	0	1	2	3	4	1	1	1	1	1
76500	-42.149423011862325	-43.551841609266759	1.402418597404435	0.374783190270145	0.374783190270145	1.000000000000000	0.904820679141967	0.000000000000000	-3	3	6	9	13	0	1	2	3	4	1	1	1	1	1
77000	-41.027512112655025	-43.286335357239949	2.258823244584927	0.522318038809011	0.522318038809011	1.000000000000000	0.995149374862784	0.000000000000000	-2	3	6	9	13	0	1	2	3	4	1	1	1	1	1
77500	-45.015454880240313	-46.212097936828485	1.196643056588172	0.358452390684268	0.358452390684268	1.000000000000000	0.884367615199774	0.000000000000000	-6	3	6	9	13	0	1	2	2	4	1	1	1	1	1
78000	-41.013618194905433	-43.135982572355040	2.122364377449608	0.414472055003663	0.414472055003663	1.000000000000000	0.980174635258863	0.000000000000000	-2	3	6	9	13	0	1	2	2	4	1	1	1	1	1
78500	-40.336875623582856	-42.230992788897382	1.894117165314525	0.412970932752114	0.412970932752114	1.000000000000000	0.955629182780817	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	1
79000	-42.918443502018768	-45.087000428194614	2.168556926175848	0.507500157746652	0.507500157746652	1.000000000000000	0.985218319176549	0.000000000000000	-2	3	6	9	13	0	1	2	2	3	1	1	1	1	1
79500	-44.146550111518771	-45.495120380755701	1.348570269236932	0.323936768784132	0.323936768784132	1.000000000000000	0.899423166649087	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	2
80000	-40.611882890324004	-42.529993860168908	1.918110969844904	0.353125809143706	0.353125809143706	1.000000000000000	0.958180268485514	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	1
80500	-42.271661075243571	-44.081664639172331	1.810003563928763	0.468533232250926	0.468533232250926	1.000000000000000	0.946739520664951	0.000000000000000	-4	2	6	9	13	0	1	2	3	4	1	1	1	1	1
81000	-40.587074394823510	-42.771446960458107	2.184372565634599	0.348988581992013	0.348988581992013	1.000000000000000	0.986951158809252	0.000000000000000	-1	3	6	9	13	0	1	2	2	4	1	1	1	1	1
81500	-44.407174067369318	-45.543432466894245	1.136258399524928	0.373092920701619	0.373092920701619	1.000000000000000	0.878453894477186	0.000000000000000	-2	3	6	9	12	0	1	2	3	2	1	1	1	1	1
82000	-41.173049307131926	-42.777746007703740	1.604696700571813	0.471587376083382	0.471587376083382	1.000000000000000	0.925387088720172	0.000000000000000	-1	3	6	8	13	0	1	2	3	4	1	1	1	1	1
82500	-42.423069538437673	-44.290967796826692	1.867898258389019	0.341760827469209	0.341760827469209	1.000000000000000	0.952849283675669	0.000000000000000	-4	3	6	9	13	0	1	2	3	4	1	1	1	1	1
83000	-43.154218067977688	-45.177613703435497	2.023395635457811	0.370549964637351	0.370549964637351	1.000000000000000	0.969455165018218	0.000000000000000	-2	3	6	9	12	0	1	2	3	2	1	1	1	1	1
83500	-42.322136186809786	-43.917256729403981	1.595120542594199	0.359808719292507	0.359808719292507	1.000000000000000	0.924402984259446	0.000000000000000	-1	3	6	9	13	0	1	1	3	4	1	1	1	1	1
84000	-44.184258050486292	-45.185537568799710	1.001279518313416	0.434526062500237	0.434526062500237	1.000000000000000	0.865377450473829	0.000000000000000	-3	3	6	9	9	0	1	2	2	3	1	1	1	1	1
84500	-40.741355954438632	-43.033119835462941	2.291763881024309	0.405736241910510	0.405736241910510	1.000000000000000	0.998798365655901	0.000000000000000	-2	3	6	9	13	0	1	2	2	4	1	1	1	1	1
85000	-43.212750226453018	-44.823222399680773	1.610472173227753	0.264096672054032	0.264096672054032	1.000000000000000	0.925981117947213	0.000000000000000	-1	2	4	9	13	0	1	2	3	4	1	1	1	1	1
85500	-41.586732830973176	-43.688856987073855	2.102124156100682	0.392284996886184	0.392284996886184	1.000000000000000	0.977972784120091	0.000000000000000	-1	3	6	8	13	0	1	1	3	4	1	1	1	1	1
86000	-47.448121897014978	-47.359701296045714	-0.088420600969262	0.342770808782690	0.342770808782690	1.000000000000000	0.766694164736001	0.000000000000000	-1	3	6	9	13	0	1	1	2	3	1	1	1	1	2
86500	-41.049963976604694	-43.313588384490536	2.263624407885844	0.478495421536279	0.478495421536279	1.000000000000000	0.995680391450880	0.000000000000000	-3	3	6	9	13	0	1	2	3	4	1	1	1	1	1
87000	-44.687387908275568	-44.490506564482473	-0.196881343793098	0.320626149390147	0.320626149390147	1.000000000000000	0.757510035897846	0.000000000000000	-2	3	6	9	13	0	1	2	2	4	1	1	1	1	1
87500	-42.727238530035685	-43.924956718851561	1.197718188815874	0.465274495089973	0.465274495089973	1.000000000000000	0.884473267301785	0.000000000000000	-2	3	6	9	13	0	1	2	2	4	1	1	1	1	1
88000	-40.004278507743216	-42.202627037698136	2.198348529954918	0.378891722224575	0.378891722224575	1.000000000000000	0.988484970993648	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	1
88500	-42.742273768494520	-44.808459358894069	2.066185590399546	0.379102650171370	0.379102650171370	1.000000000000000	0.974075355392626	0.000000000000000	-2	3	6	9	13	0	1	1	2	4	1	1	1	1	1
89000	-43.740309132377334	-45.612072157837630	1.871763025460294	0.285914787043501	0.285914787043501	1.000000000000000	0.953258542711698	0.000000000000000	-1	3	6	9	13	0	1	2	2	3	1	1	1	1	1
89500	-41.709758178125092	-43.763228039222660	2.053469861097566	0.565482055398617	0.565482055398617	1.000000000000000	0.972700096196167	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	1
90000	-41.480541066125483	-43.602493646140637	2.121952580015153	0.549411843059281	0.549411843059281	1.000000000000000	0.980129788129298	0.000000000000000	-1	3	6	8	13	0	1	2	3	4	1	1	1	1	1
90500	-41.122504746197365	-43.193317515694069	2.070812769496708	0.471253452534876	0.471253452534876	1.000000000000000	0.974576286500759	0.000000000000000	-1	3	6	9	13	0	1	2	2	4	1	1	1	1	1
91000	-42.096028966672932	-44.228944284653849	2.132915317980916	0.294871357752260	0.294871357752260	1.000000000000000	0.981324393994397	0.000000000000000	-2	2	6	9	13	0	1	2	2	4	1	1	1	1	1
91500	-45.293282462778066	-46.701953844956506	1.408671382178440	0.412245958842181	0.412245958842181	1.000000000000000	0.905449525226157	0.000000000000000	-2	2	6	9	13	0	1	2	3	2	1	1	1	1	2
92000	-42.434054979368668	-44.254107696233703	1.820052716865037	0.508212710899927	0.508212710899927	1.000000000000000	0.947797214410293	0.000000000000000	-2	3	6	9	13	0	1	2	2	4	1	1	1	1	1
92500	-44.313268187387422	-46.024620151083226	1.711351963695805	0.400419470566402	0.400419470566402	1.000000000000000	0.936418703319142	0.000000000000000	-2	3	6	9	13	0	1	2	3	3	1	1	1	1	2
93000	-41.873456541546155	-43.725594767459640	1.852138225913482	0.396992501327264	0.396992501327264	1.000000000000000	0.951182195327026	0.000000000000000	-1	3	6	9	13	0	1	2	3	3	1	1	1	1	1
93500	-44.145400160549514	-45.968038287811780	1.822638127262269	0.583277320040169	0.583277320040169	1.000000000000000	0.948069525162880	0.000000000000000	-2	3	6	9	13	0	1	2	2	4	1	1	1	1	1
94000	-48.403743594345130	-50.297431969911329	1.893688375566197	0.423998446030007	0.423998446030007	1.000000000000000	0.955583654532409	0.000000000000000	-3	3	6	9	13	0	1	1	3	3	1	1	1	2	1
94500	-41.620044401848851	-42.916429641777071	1.296385239928219	0.405931912131686	0.405931912131686	1.000000000000000	0.894223098833039	0.000000000000000	-2	3	6	9	13	0	1	2	3	4	1	1	1	1	1
95000	-45.083653671693810	-47.217708630340923	2.134054958647110	0.387837988674896	0.387837988674896	1.000000000000000	0.981448663771739	0.000000000000000	-2	2	6	9	13	0	1	2	3	3	1	1	1	1	2
95500	-41.481141461997780	-43.498651031683785	2.017509569686009	0.429289973169402	0.429289973169402	1.000000000000000	0.968821341540724	0.000000000000000	-1	3	5	9	13	0	1	1	3	4	1	1	1	1	1
96000	-40.856133012353602	-42.391045662058488	1.534912649704883	0.421049307745128	0.421049307745128	1.000000000000000	0.918239583558829	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	1
96500	-42.127577746962253	-44.361859423654373	2.234281676692121	0.462311963794364	0.462311963794364	1.000000000000000	0.992439457304863	0.000000000000000	-2	3	6	8	13	0	1	2	2	3	1	1	1	1	1
97000	-41.247653278993610	-42.904934814609391	1.657281535615777	0.371442274960412	0.371442274960412	1.000000000000000	0.930809729042144	0.000000000000000	-1	3	6	9	13	0	1	2	2	4	1	1	1	1	1
97500	-40.100865461761323	-42.331694327433667	2.230828865672346	0.475498725463320	0.475498725463320	1.000000000000000	0.992058785231724	0.000000000000000	-1	3	6	9	13	0	1	2	3	4	1	1	1	1	1
98000	-42.431509866455876	-44.727959758227065	2.296449891771187	0.408615617403800	0.408615617403800	1.000000000000000	0.999318543272414	0.000000000000000	-2	3	6	9	13	0	1	1	2	4	1	1	1	1	1
98500	-42.913355664219239	-44.694188454818288	1.780832790599053	0.453719212828042	0.453719212828042	1.000000000000000	0.943675918886629	0.000000000000000	-5	3	6	9	13	0	1	2	3	4	1	1	1	1	1
99000	-43.516569600451355	-45.500638438421561	1.984068837970208	0.530761127575640	0.530761127575640	1.000000000000000	0.965228232733562	0.000000000000000	-1	3	6	9	13	0	1	1	2	4	1	1	1	1	1
99500	-41.837268748115093	-43.418258856247753	1.580990108132663	0.340198246306485	0.340198246306485	1.000000000000000	0.922952765704462	0.000000000000000	-1	3	4	9	13	0	1	2	3	4	1	1	1	1	1
100000	-41.420960493116823	-43.538032100749675	2.117071607632855	0.450814789718495	0.450814789718495	1.000000000000000	0.979598378194732	0.000000000000000	-1	2	6	9	13	0	1	2	3	3	1	1	1	1	1
